directed_edge,undirected_edge,route_line,distanceStatus
MAS->BBQ,BBQ-MAS,West Line (MAS-JTJ),NOT_AVAILABLE
BBQ->VJM,BBQ-VJM,West Line (MAS-JTJ),NOT_AVAILABLE
VJM->PER,PER-VJM,West Line (MAS-JTJ),NOT_AVAILABLE
PER->PCW,PCW-PER,West Line (MAS-JTJ),NOT_AVAILABLE
PCW->PEW,PCW-PEW,West Line (MAS-JTJ),NOT_AVAILABLE
PEW->VLK,PEW-VLK,West Line (MAS-JTJ),NOT_AVAILABLE
VLK->KOTR,KOTR-VLK,West Line (MAS-JTJ),NOT_AVAILABLE
KOTR->PVM,KOTR-PVM,West Line (MAS-JTJ),NOT_AVAILABLE
PVM->ABU,ABU-PVM,West Line (MAS-JTJ),NOT_AVAILABLE
ABU->TMVL,ABU-TMVL,West Line (MAS-JTJ),NOT_AVAILABLE
TMVL->ANNR,ANNR-TMVL,West Line (MAS-JTJ),NOT_AVAILABLE
ANNR->AVD,ANNR-AVD,West Line (MAS-JTJ),NOT_AVAILABLE
AVD->HC,AVD-HC,West Line (MAS-JTJ),NOT_AVAILABLE
HC->PAB,HC-PAB,West Line (MAS-JTJ),NOT_AVAILABLE
PAB->PTMS,PAB-PTMS,West Line (MAS-JTJ),NOT_AVAILABLE
PTMS->NEC,NEC-PTMS,West Line (MAS-JTJ),NOT_AVAILABLE
NEC->TI,NEC-TI,West Line (MAS-JTJ),NOT_AVAILABLE
TI->VEU,TI-VEU,West Line (MAS-JTJ),NOT_AVAILABLE
VEU->SVR,SVR-VEU,West Line (MAS-JTJ),NOT_AVAILABLE
SVR->PTLR,PTLR-SVR,West Line (MAS-JTJ),NOT_AVAILABLE
PTLR->TRL,PTLR-TRL,West Line (MAS-JTJ),NOT_AVAILABLE
TRL->EGT,EGT-TRL,West Line (MAS-JTJ),NOT_AVAILABLE
EGT->KBT,EGT-KBT,West Line (MAS-JTJ),NOT_AVAILABLE
KBT->SPAM,KBT-SPAM,West Line (MAS-JTJ),NOT_AVAILABLE
SPAM->MAF,MAF-SPAM,West Line (MAS-JTJ),NOT_AVAILABLE
MAF->TO,MAF-TO,West Line (MAS-JTJ),NOT_AVAILABLE
TO->MSU,MSU-TO,West Line (MAS-JTJ),NOT_AVAILABLE
MSU->PLMG,MSU-PLMG,West Line (MAS-JTJ),NOT_AVAILABLE
PLMG->AJJ,AJJ-PLMG,West Line (MAS-JTJ),NOT_AVAILABLE
AJJ->CTRE,AJJ-CTRE,West Line (MAS-JTJ),NOT_AVAILABLE
CTRE->AVN,AVN-CTRE,West Line (MAS-JTJ),NOT_AVAILABLE
AVN->MDVE,AVN-MDVE,West Line (MAS-JTJ),NOT_AVAILABLE
MDVE->SHU,MDVE-SHU,West Line (MAS-JTJ),NOT_AVAILABLE
SHU->TUG,SHU-TUG,West Line (MAS-JTJ),NOT_AVAILABLE
TUG->WJR,TUG-WJR,West Line (MAS-JTJ),NOT_AVAILABLE
WJR->MCN,MCN-WJR,West Line (MAS-JTJ),NOT_AVAILABLE
MCN->THL,MCN-THL,West Line (MAS-JTJ),NOT_AVAILABLE
THL->SVUR,SVUR-THL,West Line (MAS-JTJ),NOT_AVAILABLE
SVUR->KPD,KPD-SVUR,West Line (MAS-JTJ),NOT_AVAILABLE
KPD->LTI,KPD-LTI,West Line (MAS-JTJ),NOT_AVAILABLE
LTI->VJ,LTI-VJ,West Line (MAS-JTJ),NOT_AVAILABLE
VJ->KVN,KVN-VJ,West Line (MAS-JTJ),NOT_AVAILABLE
KVN->GYM,GYM-KVN,West Line (MAS-JTJ),NOT_AVAILABLE
GYM->MEH,GYM-MEH,West Line (MAS-JTJ),NOT_AVAILABLE
MEH->VLT,MEH-VLT,West Line (MAS-JTJ),NOT_AVAILABLE
VLT->MPI,MPI-VLT,West Line (MAS-JTJ),NOT_AVAILABLE
MPI->PCV,MPI-PCV,West Line (MAS-JTJ),NOT_AVAILABLE
PCV->AB,AB-PCV,West Line (MAS-JTJ),NOT_AVAILABLE
AB->VGM,AB-VGM,West Line (MAS-JTJ),NOT_AVAILABLE
VGM->VN,VGM-VN,West Line (MAS-JTJ),NOT_AVAILABLE
VN->KDY,KDY-VN,West Line (MAS-JTJ),NOT_AVAILABLE
KDY->JTJ,JTJ-KDY,West Line (MAS-JTJ),NOT_AVAILABLE
TNP->KOK,KOK-TNP,North Line (MAS-GDR),NOT_AVAILABLE
KOK->TVT,KOK-TVT,North Line (MAS-GDR),NOT_AVAILABLE
TVT->WCN,TVT-WCN,North Line (MAS-GDR),NOT_AVAILABLE
WCN->KAVM,KAVM-WCN,North Line (MAS-GDR),NOT_AVAILABLE
KAVM->ENR,ENR-KAVM,North Line (MAS-GDR),NOT_AVAILABLE
ENR->AIP,AIP-ENR,North Line (MAS-GDR),NOT_AVAILABLE
AIP->AIPP,AIP-AIPP,North Line (MAS-GDR),NOT_AVAILABLE
AIPP->NPKM,AIPP-NPKM,North Line (MAS-GDR),NOT_AVAILABLE
NPKM->MJR,MJR-NPKM,North Line (MAS-GDR),NOT_AVAILABLE
MJR->APB,APB-MJR,North Line (MAS-GDR),NOT_AVAILABLE
APB->PON,APB-PON,North Line (MAS-GDR),NOT_AVAILABLE
PON->KVP,KVP-PON,North Line (MAS-GDR),NOT_AVAILABLE
KVP->GPD,GPD-KVP,North Line (MAS-GDR),NOT_AVAILABLE
GPD->ELR,ELR-GPD,North Line (MAS-GDR),NOT_AVAILABLE
ELR->AKM,AKM-ELR,North Line (MAS-GDR),NOT_AVAILABLE
AKM->TADA,AKM-TADA,North Line (MAS-GDR),NOT_AVAILABLE
TADA->SPE,SPE-TADA,North Line (MAS-GDR),NOT_AVAILABLE
SPE->PEL,PEL-SPE,North Line (MAS-GDR),NOT_AVAILABLE
PEL->DVR,DVR-PEL,North Line (MAS-GDR),NOT_AVAILABLE
DVR->NYP,DVR-NYP,North Line (MAS-GDR),NOT_AVAILABLE
NYP->PYA,NYP-PYA,North Line (MAS-GDR),NOT_AVAILABLE
PYA->ODUR,ODUR-PYA,North Line (MAS-GDR),NOT_AVAILABLE
ODUR->GDR,GDR-ODUR,North Line (MAS-GDR),NOT_AVAILABLE
MS->MSC,MS-MSC,South Line (MS-VM),NOT_AVAILABLE
MSC->NBK,MSC-NBK,South Line (MS-VM),NOT_AVAILABLE
NBK->MKK,MKK-NBK,South Line (MS-VM),NOT_AVAILABLE
MKK->MBM,MBM-MKK,South Line (MS-VM),NOT_AVAILABLE
MBM->SP,MBM-SP,South Line (MS-VM),NOT_AVAILABLE
SP->GDY,GDY-SP,South Line (MS-VM),NOT_AVAILABLE
GDY->STM,GDY-STM,South Line (MS-VM),NOT_AVAILABLE
STM->PZA,PZA-STM,South Line (MS-VM),NOT_AVAILABLE
PZA->MN,MN-PZA,South Line (MS-VM),NOT_AVAILABLE
MN->TLM,MN-TLM,South Line (MS-VM),NOT_AVAILABLE
TLM->PV,PV-TLM,South Line (MS-VM),NOT_AVAILABLE
PV->CMP,CMP-PV,South Line (MS-VM),NOT_AVAILABLE
CMP->TBMS,CMP-TBMS,South Line (MS-VM),NOT_AVAILABLE
TBMS->TBM,TBM-TBMS,South Line (MS-VM),NOT_AVAILABLE
TBM->PRGL,PRGL-TBM,South Line (MS-VM),NOT_AVAILABLE
PRGL->VDR,PRGL-VDR,South Line (MS-VM),NOT_AVAILABLE
VDR->UPM,UPM-VDR,South Line (MS-VM),NOT_AVAILABLE
UPM->GI,GI-UPM,South Line (MS-VM),NOT_AVAILABLE
GI->POTI,GI-POTI,South Line (MS-VM),NOT_AVAILABLE
POTI->CTM,CTM-POTI,South Line (MS-VM),NOT_AVAILABLE
CTM->MMNK,CTM-MMNK,South Line (MS-VM),NOT_AVAILABLE
MMNK->SKL,MMNK-SKL,South Line (MS-VM),NOT_AVAILABLE
SKL->PWU,PWU-SKL,South Line (MS-VM),NOT_AVAILABLE
PWU->CGL,CGL-PWU,South Line (MS-VM),NOT_AVAILABLE
CGL->TRM,CGL-TRM,South Line (MS-VM),NOT_AVAILABLE
TRM->OV,OV-TRM,South Line (MS-VM),NOT_AVAILABLE
OV->PTM,OV-PTM,South Line (MS-VM),NOT_AVAILABLE
PTM->KGZ,KGZ-PTM,South Line (MS-VM),NOT_AVAILABLE
KGZ->MMK,KGZ-MMK,South Line (MS-VM),NOT_AVAILABLE
MMK->PAK,MMK-PAK,South Line (MS-VM),NOT_AVAILABLE
PAK->MLMR,MLMR-PAK,South Line (MS-VM),NOT_AVAILABLE
MLMR->ACK,ACK-MLMR,South Line (MS-VM),NOT_AVAILABLE
ACK->TZD,ACK-TZD,South Line (MS-VM),NOT_AVAILABLE
TZD->OLA,OLA-TZD,South Line (MS-VM),NOT_AVAILABLE
OLA->TMV,OLA-TMV,South Line (MS-VM),NOT_AVAILABLE
TMV->MTL,MTL-TMV,South Line (MS-VM),NOT_AVAILABLE
MTL->PEI,MTL-PEI,South Line (MS-VM),NOT_AVAILABLE
PEI->VV,PEI-VV,South Line (MS-VM),NOT_AVAILABLE
MSB->MSF,MSB-MSF,MRTS (MSB-VLCY),NOT_AVAILABLE
MSF->MPK,MPK-MSF,MRTS (MSB-VLCY),NOT_AVAILABLE
MPK->MCPT,MCPT-MPK,MRTS (MSB-VLCY),NOT_AVAILABLE
MCPT->MCPK,MCPK-MCPT,MRTS (MSB-VLCY),NOT_AVAILABLE
MCPK->MTCN,MCPK-MTCN,MRTS (MSB-VLCY),NOT_AVAILABLE
MTCN->MLHS,MLHS-MTCN,MRTS (MSB-VLCY),NOT_AVAILABLE
MLHS->MKAK,MKAK-MLHS,MRTS (MSB-VLCY),NOT_AVAILABLE
MKAK->MTMY,MKAK-MTMY,MRTS (MSB-VLCY),NOT_AVAILABLE
MTMY->MNDY,MNDY-MTMY,MRTS (MSB-VLCY),NOT_AVAILABLE
MNDY->GWYR,GWYR-MNDY,MRTS (MSB-VLCY),NOT_AVAILABLE
GWYR->KTPM,GWYR-KTPM,MRTS (MSB-VLCY),NOT_AVAILABLE
KTPM->KTBR,KTBR-KTPM,MRTS (MSB-VLCY),NOT_AVAILABLE
KTBR->INDR,INDR-KTBR,MRTS (MSB-VLCY),NOT_AVAILABLE
INDR->TYMR,INDR-TYMR,MRTS (MSB-VLCY),NOT_AVAILABLE
TYMR->TRMN,TRMN-TYMR,MRTS (MSB-VLCY),NOT_AVAILABLE
TRMN->PRGD,PRGD-TRMN,MRTS (MSB-VLCY),NOT_AVAILABLE
PRGD->VLCY,PRGD-VLCY,MRTS (MSB-VLCY),NOT_AVAILABLE
AJJ->TKO,AJJ-TKO,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
TKO->TMLP,TKO-TMLP,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
TMLP->CJ,CJ-TMLP,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
CJ->CJE,CJ-CJE,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
CJE->NTT,CJE-NTT,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
NTT->WJ,NTT-WJ,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
WJ->PYV,PYV-WJ,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
PYV->PALR,PALR-PYV,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
PALR->VB,PALR-VB,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
VB->RDY,RDY-VB,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
RDY->CGL,CGL-RDY,Kanchipuram Line (AJJ-CGL),NOT_AVAILABLE
AJJ->TRT,AJJ-TRT,Arakkonam-Renigunta Border,NOT_AVAILABLE
TRT->POI,POI-TRT,Arakkonam-Renigunta Border,NOT_AVAILABLE
POI->VKZ,POI-VKZ,Arakkonam-Renigunta Border,NOT_AVAILABLE
VKZ->NG,NG-VKZ,Arakkonam-Renigunta Border,NOT_AVAILABLE
NG->EKM,EKM-NG,Arakkonam-Renigunta Border,NOT_AVAILABLE
EKM->VGA,EKM-VGA,Arakkonam-Renigunta Border,NOT_AVAILABLE
VGA->PUT,PUT-VGA,Arakkonam-Renigunta Border,NOT_AVAILABLE
PUT->TDK,PUT-TDK,Arakkonam-Renigunta Border,NOT_AVAILABLE
TDK->PUDI,PUDI-TDK,Arakkonam-Renigunta Border,NOT_AVAILABLE
JTJ->TPT,JTJ-TPT,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
TPT->MOLK,MOLK-TPT,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
MOLK->KEY,KEY-MOLK,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
KEY->KNNT,KEY-KNNT,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
KNNT->SLY,KNNT-SLY,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SLY->DST,DST-SLY,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
DST->DPI,DPI-DST,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
DPI->MAP,DPI-MAP,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
MAP->TNGR,MAP-TNGR,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
TNGR->BDY,BDY-TNGR,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
BDY->BQI,BDY-BQI,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
BQI->LCR,BQI-LCR,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
LCR->DSPT,DSPT-LCR,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
DSPT->TNT,DSPT-TNT,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
TNT->KPPR,KPPR-TNT,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
KPPR->MGSJ,KPPR-MGSJ,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
MGSJ->SA,MGSJ-SA,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SA->NEA,NEA-SA,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
NEA->VRPD,NEA-VRPD,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
VRPD->DC,DC-VRPD,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
DC->MVPM,DC-MVPM,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
MVPM->SGE,MVPM-SGE,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SGE->ANU,ANU-SGE,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
ANU->CV,ANU-CV,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
CV->ED,CV-ED,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
ED->TPM,ED-TPM,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
TPM->PY,PY-TPM,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
PY->IGR,IGR-PY,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
IGR->VZ,IGR-VZ,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
VZ->UKL,UKL-VZ,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
UKL->KUY,KUY-UKL,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
KUY->TUP,KUY-TUP,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
TUP->VNJ,TUP-VNJ,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
VNJ->SNO,SNO-VNJ,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SNO->SUU,SNO-SUU,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SUU->IGU,IGU-SUU,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
IGU->SIH,IGU-SIH,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SIH->PLMD,PLMD-SIH,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
PLMD->CBF,CBF-PLMD,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
CBF->CBE,CBE-CBF,Main Line (JTJ-SA-ED-CBE),NOT_AVAILABLE
SA->MALR,MALR-SA,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
MALR->RASP,MALR-RASP,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
RASP->KLGN,KLGN-RASP,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
KLGN->NMKL,KLGN-NMKL,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
NMKL->MONR,MONR-NMKL,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
MONR->VNGL,MONR-VNGL,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
VNGL->KRR,KRR-VNGL,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
KRR->VEI,KRR-VEI,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
VEI->PALM,PALM-VEI,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
PALM->ERI,ERI-PALM,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
ERI->DG,DG-ERI,Salem-Namakkal-Karur-Dindigul,NOT_AVAILABLE
ED->CVD,CVD-ED,Erode-Trichy via Karur,NOT_AVAILABLE
CVD->PAS,CVD-PAS,Erode-Trichy via Karur,NOT_AVAILABLE
PAS->URL,PAS-URL,Erode-Trichy via Karur,NOT_AVAILABLE
URL->KMD,KMD-URL,Erode-Trichy via Karur,NOT_AVAILABLE
KMD->PGR,KMD-PGR,Erode-Trichy via Karur,NOT_AVAILABLE
PGR->MPLM,MPLM-PGR,Erode-Trichy via Karur,NOT_AVAILABLE
MPLM->KRR,KRR-MPLM,Erode-Trichy via Karur,NOT_AVAILABLE
KRR->VRQ,KRR-VRQ,Erode-Trichy via Karur,NOT_AVAILABLE
VRQ->MYU,MYU-VRQ,Erode-Trichy via Karur,NOT_AVAILABLE
MYU->SEV,MYU-SEV,Erode-Trichy via Karur,NOT_AVAILABLE
SEV->MMH,MMH-SEV,Erode-Trichy via Karur,NOT_AVAILABLE
MMH->LP,LP-MMH,Erode-Trichy via Karur,NOT_AVAILABLE
LP->TIC,LP-TIC,Erode-Trichy via Karur,NOT_AVAILABLE
TIC->KLT,KLT-TIC,Erode-Trichy via Karur,NOT_AVAILABLE
KLT->PLI,KLT-PLI,Erode-Trichy via Karur,NOT_AVAILABLE
PLI->PGN,PGN-PLI,Erode-Trichy via Karur,NOT_AVAILABLE
PGN->EL,EL-PGN,Erode-Trichy via Karur,NOT_AVAILABLE
EL->JPM,EL-JPM,Erode-Trichy via Karur,NOT_AVAILABLE
JPM->MTNL,JPM-MTNL,Erode-Trichy via Karur,NOT_AVAILABLE
MTNL->TP,MTNL-TP,Erode-Trichy via Karur,NOT_AVAILABLE
TP->TPE,TP-TPE,Erode-Trichy via Karur,NOT_AVAILABLE
TPE->TPJ,TPE-TPJ,Erode-Trichy via Karur,NOT_AVAILABLE
SA->SXT,SA-SXT,Salem-Vridhachalam,NOT_AVAILABLE
SXT->APN,APN-SXT,Salem-Vridhachalam,NOT_AVAILABLE
APN->MPL,APN-MPL,Salem-Vridhachalam,NOT_AVAILABLE
MPL->VGE,MPL-VGE,Salem-Vridhachalam,NOT_AVAILABLE
VGE->ETP,ETP-VGE,Salem-Vridhachalam,NOT_AVAILABLE
ETP->PDKM,ETP-PDKM,Salem-Vridhachalam,NOT_AVAILABLE
PDKM->ATU,ATU-PDKM,Salem-Vridhachalam,NOT_AVAILABLE
ATU->TVS,ATU-TVS,Salem-Vridhachalam,NOT_AVAILABLE
TVS->MLYR,MLYR-TVS,Salem-Vridhachalam,NOT_AVAILABLE
MLYR->CHSM,CHSM-MLYR,Salem-Vridhachalam,NOT_AVAILABLE
CHSM->SRVT,CHSM-SRVT,Salem-Vridhachalam,NOT_AVAILABLE
SRVT->PRV,PRV-SRVT,Salem-Vridhachalam,NOT_AVAILABLE
PRV->KKTI,KKTI-PRV,Salem-Vridhachalam,NOT_AVAILABLE
KKTI->MKSP,KKTI-MKSP,Salem-Vridhachalam,NOT_AVAILABLE
MKSP->VRI,MKSP-VRI,Salem-Vridhachalam,NOT_AVAILABLE
SA->OML,OML-SA,Salem-KSR Bengaluru (via DPJ),AVAILABLE
OML->TGN,OML-TGN,Salem-KSR Bengaluru (via DPJ),AVAILABLE
TGN->TOP,TGN-TOP,Salem-KSR Bengaluru (via DPJ),AVAILABLE
TOP->DPJ,DPJ-TOP,Salem-KSR Bengaluru (via DPJ),AVAILABLE
DPJ->PCV,DPJ-PCV,Salem-KSR Bengaluru (via DPJ),AVAILABLE
PCV->RYC,PCV-RYC,Salem-KSR Bengaluru (via DPJ),AVAILABLE
RYC->HSRA,HSRA-RYC,Salem-KSR Bengaluru (via DPJ),AVAILABLE
HSRA->AQL,AQL-HSRA,Salem-KSR Bengaluru (via DPJ),AVAILABLE
AQL->HLE,AQL-HLE,Salem-KSR Bengaluru (via DPJ),AVAILABLE
HLE->CRLM,CRLM-HLE,Salem-KSR Bengaluru (via DPJ),AVAILABLE
CRLM->BYPL,BYPL-CRLM,Salem-KSR Bengaluru (via DPJ),AVAILABLE
BYPL->BNCE,BNCE-BYPL,Salem-KSR Bengaluru (via DPJ),AVAILABLE
BNCE->BNC,BNC-BNCE,Salem-KSR Bengaluru (via DPJ),AVAILABLE
BNC->SBC,BNC-SBC,Salem-KSR Bengaluru (via DPJ),AVAILABLE
SA->OML,OML-SA,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
OML->TGN,OML-TGN,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
TGN->TOP,TGN-TOP,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
TOP->DPJ,DPJ-TOP,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
DPJ->PCV,DPJ-PCV,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
PCV->RYC,PCV-RYC,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
RYC->HSRA,HSRA-RYC,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
HSRA->AQL,AQL-HSRA,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
AQL->HLE,AQL-HLE,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
HLE->CRLM,CRLM-HLE,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
CRLM->BYPL,BYPL-CRLM,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
BYPL->SMVB,BYPL-SMVB,Salem-SMVT Bengaluru (via DPJ),AVAILABLE
SA->OML,OML-SA,Salem-Yesvantpur (via DPJ),AVAILABLE
OML->TGN,OML-TGN,Salem-Yesvantpur (via DPJ),AVAILABLE
TGN->TOP,TGN-TOP,Salem-Yesvantpur (via DPJ),AVAILABLE
TOP->DPJ,DPJ-TOP,Salem-Yesvantpur (via DPJ),AVAILABLE
DPJ->PCV,DPJ-PCV,Salem-Yesvantpur (via DPJ),AVAILABLE
PCV->RYC,PCV-RYC,Salem-Yesvantpur (via DPJ),AVAILABLE
RYC->HSRA,HSRA-RYC,Salem-Yesvantpur (via DPJ),AVAILABLE
HSRA->AQL,AQL-HSRA,Salem-Yesvantpur (via DPJ),AVAILABLE
AQL->HLE,AQL-HLE,Salem-Yesvantpur (via DPJ),AVAILABLE
HLE->CRLM,CRLM-HLE,Salem-Yesvantpur (via DPJ),AVAILABLE
CRLM->BYPL,BYPL-CRLM,Salem-Yesvantpur (via DPJ),AVAILABLE
BYPL->BNCE,BNCE-BYPL,Salem-Yesvantpur (via DPJ),AVAILABLE
BNCE->BNC,BNC-BNCE,Salem-Yesvantpur (via DPJ),AVAILABLE
BNC->YPR,BNC-YPR,Salem-Yesvantpur (via DPJ),AVAILABLE
SA->OML,OML-SA,Salem-Mettur Dam,AVAILABLE
OML->MCRD,MCRD-OML,Salem-Mettur Dam,AVAILABLE
MCRD->MTDM,MCRD-MTDM,Salem-Mettur Dam,AVAILABLE
CBE->TDE,CBE-TDE,Coimbatore-Mettupalayam,NOT_AVAILABLE
TDE->PKD,PKD-TDE,Coimbatore-Mettupalayam,NOT_AVAILABLE
PKD->KAY,KAY-PKD,Coimbatore-Mettupalayam,NOT_AVAILABLE
KAY->MTP,KAY-MTP,Coimbatore-Mettupalayam,NOT_AVAILABLE
MTP->HLG,HLG-MTP,Nilgiri Mountain Railway,NOT_AVAILABLE
HLG->ONR,HLG-ONR,Nilgiri Mountain Railway,NOT_AVAILABLE
ONR->WEL,ONR-WEL,Nilgiri Mountain Railway,NOT_AVAILABLE
WEL->AVK,AVK-WEL,Nilgiri Mountain Railway,NOT_AVAILABLE
AVK->KXT,AVK-KXT,Nilgiri Mountain Railway,NOT_AVAILABLE
KXT->LOV,KXT-LOV,Nilgiri Mountain Railway,NOT_AVAILABLE
LOV->UAM,LOV-UAM,Nilgiri Mountain Railway,NOT_AVAILABLE
CBE->PTJ,CBE-PTJ,Coimbatore - Palakkad,NOT_AVAILABLE
PTJ->MDKI,MDKI-PTJ,Coimbatore - Palakkad,NOT_AVAILABLE
MDKI->ETMD,ETMD-MDKI,Coimbatore - Palakkad,NOT_AVAILABLE
ETMD->WRA,ETMD-WRA,Coimbatore - Palakkad,NOT_AVAILABLE
WRA->KJKD,KJKD-WRA,Coimbatore - Palakkad,NOT_AVAILABLE
KJKD->PGT,KJKD-PGT,Coimbatore - Palakkad,NOT_AVAILABLE
PGT->KJKD,KJKD-PGT,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
KJKD->WRA,KJKD-WRA,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
WRA->ETMD,ETMD-WRA,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
ETMD->MDKI,ETMD-MDKI,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
MDKI->PTJ,MDKI-PTJ,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
PTJ->IGU,IGU-PTJ,Palakkad - Irugur (Bypass via Podanur),NOT_AVAILABLE
PGT->PLL,PGT-PLL,Palakkad - Shoranur,NOT_AVAILABLE
PLL->LDY,LDY-PLL,Palakkad - Shoranur,NOT_AVAILABLE
LDY->OTP,LDY-OTP,Palakkad - Shoranur,NOT_AVAILABLE
OTP->MNUR,MNUR-OTP,Palakkad - Shoranur,NOT_AVAILABLE
MNUR->SRR,MNUR-SRR,Palakkad - Shoranur,NOT_AVAILABLE
SRR->PTB,PTB-SRR,Shoranur-Mangalore,NOT_AVAILABLE
PTB->KODN,KODN-PTB,Shoranur-Mangalore,NOT_AVAILABLE
KODN->PUM,KODN-PUM,Shoranur-Mangalore,NOT_AVAILABLE
PUM->KTU,KTU-PUM,Shoranur-Mangalore,NOT_AVAILABLE
KTU->TUA,KTU-TUA,Shoranur-Mangalore,NOT_AVAILABLE
TUA->TIR,TIR-TUA,Shoranur-Mangalore,NOT_AVAILABLE
TIR->TA,TA-TIR,Shoranur-Mangalore,NOT_AVAILABLE
TA->PGI,PGI-TA,Shoranur-Mangalore,NOT_AVAILABLE
PGI->VLI,PGI-VLI,Shoranur-Mangalore,NOT_AVAILABLE
VLI->KN,KN-VLI,Shoranur-Mangalore,NOT_AVAILABLE
KN->FK,FK-KN,Shoranur-Mangalore,NOT_AVAILABLE
FK->KUL,FK-KUL,Shoranur-Mangalore,NOT_AVAILABLE
KUL->CLT,CLT-KUL,Shoranur-Mangalore,NOT_AVAILABLE
CLT->VLL,CLT-VLL,Shoranur-Mangalore,NOT_AVAILABLE
VLL->WH,VLL-WH,Shoranur-Mangalore,NOT_AVAILABLE
WH->ETR,ETR-WH,Shoranur-Mangalore,NOT_AVAILABLE
