division,route_line,sequence,station_code,orig_station_name,normalized_name,distance
TRICHY,Villupuram-Trichy Chord,21,UKV,Gullivaram,gullivaram,
TRICHY,Villupuram-Trichy Chord,22,SRGM,Srirangam,srirangam,
TRICHY,Villupuram-Trichy Chord,23,TPTN,Tiruchchirappalli Town,tiruchchirappalli town,
TRICHY,Villupuram-Trichy Chord,24,GOC,Ponmalai,ponmalai,
TRICHY,Villupuram-Trichy Chord,25,TPJ,Tiruchirappalli Junction,tiruchirappalli junction,
TRICHY,Main Line (VM-MV-TPJ),1,VM,Villupuram Junction,villupuram junction,
TRICHY,Main Line (VM-MV-TPJ),2,VRA,Valavanur,valavanur,
TRICHY,Main Line (VM-MV-TPJ),3,TDPR,Tirupadripulyur,tirupadripulyur,
TRICHY,Main Line (VM-MV-TPJ),4,CUPJ,Cuddalore Port Junction,cuddalore port junction,
TRICHY,Main Line (VM-MV-TPJ),5,ALP,Alapakam,alapakam,
TRICHY,Main Line (VM-MV-TPJ),6,PO,Parangipettai,parangipettai,
TRICHY,Main Line (VM-MV-TPJ),7,KII,Kille,kille,
TRICHY,Main Line (VM-MV-TPJ),8,CDM,Chidambaram,chidambaram,
TRICHY,Main Line (VM-MV-TPJ),9,VMP,Vallampadugai,vallampadugai,
TRICHY,Main Line (VM-MV-TPJ),10,CLN,Kollidam,kollidam,
TRICHY,Main Line (VM-MV-TPJ),11,SY,Sirkazhi,sirkazhi,
TRICHY,Main Line (VM-MV-TPJ),12,VDL,Vaithisvarankoil,vaithisvarankoil,
TRICHY,Main Line (VM-MV-TPJ),13,ANP,Anandatandavapuram,anandatandavapuram,
TRICHY,Main Line (VM-MV-TPJ),14,NID,Nidur,nidur,
TRICHY,Main Line (VM-MV-TPJ),15,MV,Mayiladuthurai Junction,mayiladuthurai junction,
TRICHY,Main Line (VM-MV-TPJ),16,KTM,Kutralam,kutralam,
TRICHY,Main Line (VM-MV-TPJ),17,NPT,Narasingampettai,narasingampettai,
TRICHY,Main Line (VM-MV-TPJ),18,ADT,Aduturai,aduturai,
TRICHY,Main Line (VM-MV-TPJ),19,TRM,Tiruvidaimarudur,tiruvidaimarudur,
TRICHY,Main Line (VM-MV-TPJ),20,TRR,Tirunagesvaram,tirunagesvaram,
TRICHY,Main Line (VM-MV-TPJ),21,KMU,Kumbakonam,kumbakonam,
TRICHY,Main Line (VM-MV-TPJ),22,DSM,Darasuram,darasuram,
TRICHY,Main Line (VM-MV-TPJ),23,SWI,Swamimalai,swamimalai,
TRICHY,Main Line (VM-MV-TPJ),24,SPL,Sundaraperumal Kovil,sundaraperumal kovil,
TRICHY,Main Line (VM-MV-TPJ),25,PML,Papanasam,papanasam,
TRICHY,Main Line (VM-MV-TPJ),26,PDV,Pandaravadai,pandaravadai,
TRICHY,Main Line (VM-MV-TPJ),27,AZP,Ayyampet,ayyampet,
TRICHY,Main Line (VM-MV-TPJ),28,PVL,Pasupatikovil,pasupatikovil,
TRICHY,Main Line (VM-MV-TPJ),29,TT,Titte,titte,
TRICHY,Main Line (VM-MV-TPJ),30,TJ,Thanjavur Junction,thanjavur junction,
TRICHY,Main Line (VM-MV-TPJ),31,ALK,Alakkudi,alakkudi,
TRICHY,Main Line (VM-MV-TPJ),32,BAL,Budalur,budalur,
TRICHY,Main Line (VM-MV-TPJ),33,AYN,Aiyanapuram,aiyanapuram,
TRICHY,Main Line (VM-MV-TPJ),34,SGM,Solagampatti,solagampatti,
TRICHY,Main Line (VM-MV-TPJ),35,TOM,Tondamanpatti,tondamanpatti,
TRICHY,Main Line (VM-MV-TPJ),36,TRB,Tiruverumbur,tiruverumbur,
TRICHY,Main Line (VM-MV-TPJ),37,MCJ,Manjattidal,manjattidal,
TRICHY,Main Line (VM-MV-TPJ),38,GOC,Ponmalai,ponmalai,
TRICHY,Main Line (VM-MV-TPJ),39,TPJ,Tiruchirappalli Junction,tiruchirappalli junction,
TRICHY,Thanjavur-Karaikal-Velankanni,1,TJ,Thanjavur Junction,thanjavur junction,
TRICHY,Thanjavur-Karaikal-Velankanni,2,KXO,Kudikadu,kudikadu,
TRICHY,Thanjavur-Karaikal-Velankanni,3,SMM,Saliyamangalam,saliyamangalam,
TRICHY,Thanjavur-Karaikal-Velankanni,4,AMT,Ammapet,ammapet,
TRICHY,Thanjavur-Karaikal-Velankanni,5,KYV,Koyilvenni,koyilvenni,
TRICHY,Thanjavur-Karaikal-Velankanni,6,NMJ,Nidamangalam Junction,nidamangalam junction,
TRICHY,Thanjavur-Karaikal-Velankanni,7,KDE,Koradacheri,koradacheri,
TRICHY,Thanjavur-Karaikal-Velankanni,8,TMU,Tirumanthikunam,tirumanthikunam,
TRICHY,Thanjavur-Karaikal-Velankanni,9,KU,Kulikarai,kulikarai,
TRICHY,Thanjavur-Karaikal-Velankanni,10,TVR,Thiruvarur Junction,thiruvarur junction,
TRICHY,Thanjavur-Karaikal-Velankanni,11,AYM,Adiyakkamangalam,adiyakkamangalam,
TRICHY,Thanjavur-Karaikal-Velankanni,12,KOQ,Kuthur,kuthur,
TRICHY,Thanjavur-Karaikal-Velankanni,13,SKK,Sikkal,sikkal,
TRICHY,Thanjavur-Karaikal-Velankanni,14,NGT,Nagapattinam,nagapattinam,
TRICHY,Thanjavur-Karaikal-Velankanni,15,APE,Andanappettai,andanappettai,
TRICHY,Thanjavur-Karaikal-Velankanni,16,NCR,Nagore,nagore,
TRICHY,Thanjavur-Karaikal-Velankanni,17,TMPT,Tirumalairayanpattinam,tirumalairayanpattinam,
TRICHY,Thanjavur-Karaikal-Velankanni,18,KIK,Karaikal,karaikal,
TRICHY,Thanjavur-Karaikal-Velankanni,19,VLNK,Velankanni,velankanni,
TRICHY,Villupuram-Katpadi Branch,1,VM,Villupuram Junction,villupuram junction,
TRICHY,Villupuram-Katpadi Branch,2,VKM,Venkatesapuram,venkatesapuram,
TRICHY,Villupuram-Katpadi Branch,3,MMP,Mambalappattu,mambalappattu,
TRICHY,Villupuram-Katpadi Branch,4,AYD,Ayandur,ayandur,
TRICHY,Villupuram-Katpadi Branch,5,TRK,Tirukkovilur,tirukkovilur,
TRICHY,Villupuram-Katpadi Branch,6,ACN,Adhichchanur,adhichchanur,
TRICHY,Villupuram-Katpadi Branch,7,AND,Andampalayam,andampalayam,
TRICHY,Villupuram-Katpadi Branch,8,TNI,Tandarai,tandarai,
TRICHY,Villupuram-Katpadi Branch,9,TNM,Tiruvannamalai,tiruvannamalai,
TRICHY,Villupuram-Katpadi Branch,10,TJM,Turinjapuram,turinjapuram,
TRICHY,Villupuram-Katpadi Branch,11,AGM,Agaram Sibbandi,agaram sibbandi,
TRICHY,Villupuram-Katpadi Branch,12,PRL,Polur,polur,
TRICHY,Villupuram-Katpadi Branch,13,ARV,Arni Road,arni road,
TRICHY,Villupuram-Katpadi Branch,14,MCL,Madimangalam,madimangalam,
TRICHY,Villupuram-Katpadi Branch,15,SDPT,Sedarappattu,sedarappattu,
TRICHY,Villupuram-Katpadi Branch,16,OPM,Onnupuram,onnupuram,
TRICHY,Villupuram-Katpadi Branch,17,KMM,Kannamangalam,kannamangalam,
TRICHY,Villupuram-Katpadi Branch,18,KNB,Kaniyambadi,kaniyambadi,
TRICHY,Villupuram-Katpadi Branch,19,PNTR,Pennathur,pennathur,
TRICHY,Villupuram-Katpadi Branch,20,VLR,Vellore Cantt,vellore cantt,
TRICHY,Villupuram-Katpadi Branch,21,KPD,Katpadi Junction,katpadi junction,
TRICHY,Karaikkudi-Tiruvarur,1,KKDI,Karaikkudi Junction,karaikkudi junction,
TRICHY,Karaikkudi-Tiruvarur,2,KNPL,Kandanur Puduvayal,kandanur puduvayal,
TRICHY,Karaikkudi-Tiruvarur,3,VMM,Valaramanikkam,valaramanikkam,
TRICHY,Karaikkudi-Tiruvarur,4,ATQ,Arantangi,arantangi,
TRICHY,Karaikkudi-Tiruvarur,5,AYI,Ayingudi,ayingudi,
TRICHY,Karaikkudi-Tiruvarur,6,PVI,Peravurani,peravurani,
TRICHY,Karaikkudi-Tiruvarur,7,PKT,Pattukottai,pattukottai,
TRICHY,Karaikkudi-Tiruvarur,8,AMM,Adirampattinam,adirampattinam,
TRICHY,Karaikkudi-Tiruvarur,9,MTT,Mutupet,mutupet,
TRICHY,Karaikkudi-Tiruvarur,10,TAM,Tillaivilagam,tillaivilagam,
TRICHY,Karaikkudi-Tiruvarur,11,TTP,Tiruturaipundi Junction,tiruturaipundi junction,
TRICHY,Karaikkudi-Tiruvarur,12,ATB,Alattambadi,alattambadi,
TRICHY,Karaikkudi-Tiruvarur,13,MNLI,Manali Halt,manali halt,
TRICHY,Karaikkudi-Tiruvarur,14,AMNR,Ammanur,ammanur,
TRICHY,Karaikkudi-Tiruvarur,15,TNK,Tirunellikaval,tirunellikaval,
TRICHY,Karaikkudi-Tiruvarur,16,MARD,Mavur Road,mavur road,
TRICHY,Karaikkudi-Tiruvarur,17,MAX,Mangudi,mangudi,
TRICHY,Karaikkudi-Tiruvarur,18,TVR,Thiruvarur Junction,thiruvarur junction,
TRICHY,Villupuram-Puducherry,1,VM,Villupuram Junction,villupuram junction,
TRICHY,Villupuram-Puducherry,2,CBU,Chinna Babu Samudram,chinna babu samudram,
TRICHY,Villupuram-Puducherry,3,VI,Villianur,villianur,
TRICHY,Villupuram-Puducherry,4,PDY,Puducherry,puducherry,
TRICHY,Nidamangalam-Mannargudi,1,NMJ,Nidamangalam Junction,nidamangalam junction,
TRICHY,Nidamangalam-Mannargudi,2,MQ,Mannargudi,mannargudi,
TRICHY,Mayiladuthurai to Thiruvarur,1,MV,Mayiladuturai Junction,mayiladuturai junction,
TRICHY,Mayiladuthurai to Thiruvarur,2,PEM,Peralam Junction,peralam junction,
TRICHY,Mayiladuthurai to Thiruvarur,3,POM,Punthottam,punthottam,
TRICHY,Mayiladuthurai to Thiruvarur,4,NNM,Nannilam,nannilam,
TRICHY,Mayiladuthurai to Thiruvarur,5,TVR,Thiruvarur Junction,thiruvarur junction,
TRICHY,Peralam to Karaikal,1,PEM,Peralam Junction,peralam junction,
TRICHY,Peralam to Karaikal,2,ABT,Ambagarattur,ambagarattur,
TRICHY,Peralam to Karaikal,3,PCD,Pattakudi (Pathakudy),pattakudi pathakudy,
TRICHY,Peralam to Karaikal,4,TXR,Thirunallar,thirunallar,
TRICHY,Peralam to Karaikal,5,KVPT,Karai Kovilpathu,karai kovilpathu,
TRICHY,Peralam to Karaikal,6,KIK,Karaikal,karaikal,
